2.087484609879451511e+02,1.380078135865027207e+02,4.409322423975180527e+01,3.942838120026976867e+01
2.091682763569549763e+02,1.381636484171826567e+02,4.399177988057940070e+01,3.939889573820497048e+01
2.098021505112308205e+02,1.382859515257836165e+02,4.389104309819524019e+01,3.935670496844477384e+01
2.098209514272903959e+02,1.373864054501290184e+02,4.378661809355196510e+01,3.933307827007465107e+01
2.107051249320865622e+02,1.385986100227277404e+02,4.368521859295026388e+01,3.928647821031012199e+01
2.113306248027176935e+02,1.387924121569440956e+02,4.358300961447031341e+01,3.923828593332535775e+01
2.117103703542049118e+02,1.388925242284652199e+02,4.347914282402220465e+01,3.919560725664968004e+01
2.141221295848225736e+02,1.405094461901665852e+02,4.335927180917121859e+01,3.914085951719056311e+01
2.146506254864159473e+02,1.405352774141952068e+02,4.325275211783815621e+01,3.908542951654291642e+01
2.150910898250783703e+02,1.407596933804272226e+02,4.314956247222880847e+01,3.902309210287310748e+01
2.156648403741186826e+02,1.408760258477531693e+02,4.304553945637150036e+01,3.898248971691316456e+01
2.162931624521788763e+02,1.409997103377833696e+02,4.295604468867014702e+01,3.891692714122726215e+01
2.167944879017218796e+02,1.412434501318502384e+02,4.287273048856047808e+01,3.885538920440180277e+01
2.173452353198585740e+02,1.415088187299200797e+02,4.278244317307635924e+01,3.877064531980099105e+01
2.178377010967432170e+02,1.416734547178164121e+02,4.270237407601393897e+01,3.871160952484129325e+01
2.185950392905978674e+02,1.419214166522550045e+02,4.260748200092683646e+01,3.862606784484904665e+01
2.190572004099855405e+02,1.421478502353322426e+02,4.251987637202282144e+01,3.855065323552690870e+01
2.195498710130044913e+02,1.422444053800357722e+02,4.242410849110578397e+01,3.848031936714946255e+01
2.201453140314746690e+02,1.424154912894709355e+02,4.232901311014799717e+01,3.839666902154868922e+01
2.206506041961048368e+02,1.425811030146313669e+02,4.223523828721056361e+01,3.831059948563233775e+01
2.212414011034031205e+02,1.426554170868191704e+02,4.213603785424322723e+01,3.821813018355348390e+01
2.218945042166243127e+02,1.429168416589654953e+02,4.203618462984152870e+01,3.810264974657457060e+01
2.224174366027118595e+02,1.430709508462326482e+02,4.193295794557815270e+01,3.801575946627164626e+01
2.229245116232697228e+02,1.432706425876367575e+02,4.183315230577886723e+01,3.789732690912700264e+01
2.235596743543204639e+02,1.434674655023672187e+02,4.172411273196178172e+01,3.778325563607498339e+01
2.239245479047694971e+02,1.437102124815151853e+02,4.161967634258508042e+01,3.767734842500880177e+01
2.246358454962253006e+02,1.438547022105909150e+02,4.150532017574144561e+01,3.754781175658430925e+01
2.251888154309856418e+02,1.440553842475641773e+02,4.139055555993530788e+01,3.742690565436575412e+01
2.257538434482349317e+02,1.442620453285733788e+02,4.127593572278766487e+01,3.730037965087714724e+01
2.266296457733369039e+02,1.444897051126818894e+02,4.114822034683055563e+01,3.714843547262100287e+01
2.269886525684570984e+02,1.446774621593042696e+02,4.103070965720775121e+01,3.700846392014543085e+01
2.273728572997059132e+02,1.448262658200808914e+02,4.090877560383285072e+01,3.686283385831788451e+01
2.280502439155655736e+02,1.450748154851034428e+02,4.077518099324507261e+01,3.669774240744627036e+01
2.285234586835375978e+02,1.452002562074652019e+02,4.065019676398000570e+01,3.655459842423877603e+01
2.291709210432072723e+02,1.453923818035547981e+02,4.050794205920067270e+01,3.639002518911740935e+01
2.297532585504887948e+02,1.456469738452312015e+02,4.036460344637595199e+01,3.629243322591801757e+01
2.302534739313827572e+02,1.458647704731261570e+02,4.021952548416811624e+01,3.617954180232194972e+01
2.303157679881281865e+02,1.449036755225547211e+02,4.008237104468014422e+01,3.608625395910141265e+01
2.314508477880624469e+02,1.463525904554787758e+02,3.991727122787040116e+01,3.594125803659420626e+01
2.319559775323527333e+02,1.463900297406921709e+02,3.976618833366643457e+01,3.583314929309136687e+01
2.326118593474141676e+02,1.466023074481889239e+02,3.960217845511226642e+01,3.569548145019766139e+01
2.331578164098721402e+02,1.467672408713519872e+02,3.944052013715085536e+01,3.556945197574793838e+01
2.337050205493221995e+02,1.469362695104554462e+02,3.926808539890490124e+01,3.542575345733672521e+01
2.342409482860255707e+02,1.471093575405486433e+02,3.910211319141245667e+01,3.529177093879596327e+01
2.348769410769201045e+02,1.473240322645047229e+02,3.891470202553483659e+01,3.512967395430112560e+01
2.352689488255159063e+02,1.475216774867955110e+02,3.894151477925578320e+01,3.495344016094824724e+01
2.354619455690191785e+02,1.477203723242795093e+02,3.903188057507333042e+01,3.479449110428930680e+01
2.358130674846656802e+02,1.479069526477063050e+02,3.914615831390892708e+01,3.461980122346568578e+01
2.358025800539999750e+02,1.480650095238566166e+02,3.924780755820802369e+01,3.444260004774625372e+01
2.362451329858792519e+02,1.482744160550341803e+02,3.936290510896742489e+01,3.424161373684916043e+01
2.364771582169476574e+02,1.484575581701936358e+02,3.945606275078404224e+01,3.405336690634743491e+01
2.367177254475762425e+02,1.485763368237926727e+02,3.954863668503895724e+01,3.384798201803329221e+01
2.368495507283074346e+02,1.487955973945834387e+02,3.964024158969644418e+01,3.364399485037748150e+01
2.371711946879862580e+02,1.490212261141751640e+02,3.974373896282668284e+01,3.340888818550311612e+01
2.375550565736794795e+02,1.490915422563664663e+02,3.983434569661116598e+01,3.316452123248558337e+01
2.377889141883774755e+02,1.493610174829850905e+02,3.990347330506574508e+01,3.293210412771227880e+01
2.380029027801734571e+02,1.495817219980080495e+02,3.995741065305654161e+01,3.271847706993935390e+01
2.380565961878154440e+02,1.496841310358190640e+02,4.002147030414778328e+01,3.247868335572076148e+01
2.382609352055241061e+02,1.498667843334312124e+02,4.008889856001422913e+01,3.222636353639467188e+01
2.386223510365236962e+02,1.501382403185004932e+02,4.014415101270645891e+01,3.196021627890502259e+01
2.388281112821808847e+02,1.502589956291121212e+02,4.020141285892361793e+01,3.167938617834647630e+01
2.390608909195997285e+02,1.504920874333200516e+02,4.023636611761526183e+01,3.140860458626187324e+01
2.392239578969023341e+02,1.506679059786526693e+02,4.027294530691813179e+01,3.114402329272189718e+01
2.395989436694387678e+02,1.509711392914885835e+02,4.030374893108216838e+01,3.084651997873376672e+01
2.397019915005581083e+02,1.511154511885713134e+02,4.033132990818256758e+01,3.055609915286464684e+01
2.399367726278964028e+02,1.513275872392919723e+02,4.035514872142175591e+01,3.024643428041892435e+01
2.402084152208196883e+02,1.515057301066273112e+02,4.036012146429533232e+01,2.995958776736296159e+01
2.405016123796207239e+02,1.517331427998573758e+02,4.036637249209303491e+01,2.964004068277739634e+01
2.406838114831372195e+02,1.519461682579888588e+02,4.036601411326415700e+01,2.932603800555978069e+01
2.408622966801011955e+02,1.521504846042304564e+02,4.036273340510203411e+01,2.899532755480845481e+01
2.411639322338131706e+02,1.522812439663164810e+02,4.034981955294767886e+01,2.864478248121164938e+01
2.413017904110559755e+02,1.525259635683182466e+02,4.032414872025398722e+01,2.836029990851474736e+01
2.414362594125649366e+02,1.527186277444014877e+02,4.029898169398023811e+01,2.804319793252295767e+01
2.415835216480197687e+02,1.529655664337182657e+02,4.027260904780519013e+01,2.768195324918605138e+01
2.420174588371537538e+02,1.530931781724236203e+02,4.022993297225286824e+01,2.741715045334569822e+01
2.421361881609125817e+02,1.526900320291284743e+02,4.018460274512830210e+01,2.762390602378940230e+01
2.425002869286469718e+02,1.522539145160250769e+02,4.012456522298805339e+01,2.783789438418941131e+01
2.425688735361688941e+02,1.519723935657810330e+02,4.007033912307451828e+01,2.802113698464458480e+01
2.429470096603736522e+02,1.515454266758850963e+02,4.000410507960927475e+01,2.823012867079921762e+01
2.430021003909552917e+02,1.512802200814651599e+02,3.993350271891054604e+01,2.841683262679680411e+01
2.432798804412284994e+02,1.508497943870512756e+02,3.985267113526020921e+01,2.863264993311281614e+01
2.433888982320247578e+02,1.505787883195996528e+02,3.977592317778777442e+01,2.877406940822629622e+01
2.436424804594036289e+02,1.501479659230079449e+02,3.968113362100947938e+01,2.902371983667271138e+01
2.437146963642995843e+02,1.498205804759850253e+02,3.959471535328367509e+01,2.923741774005762295e+01
2.441629904369203814e+02,1.494321390652494586e+02,3.948285402623702112e+01,2.951214849179680755e+01
2.441565469554450942e+02,1.490469304549734773e+02,3.937890221775506916e+01,2.976519259585995769e+01
2.444888489715725655e+02,1.487279770869410243e+02,3.925689585758811972e+01,3.003220141849601532e+01
2.445930599359065241e+02,1.483917584440966380e+02,3.914852741837063377e+01,3.021541052523627968e+01
2.446861805518092581e+02,1.480272121294067915e+02,3.903805700400423007e+01,3.041298207565955636e+01
2.450663732998681894e+02,1.475690691825902263e+02,3.889181867434007245e+01,3.067080383428316281e+01
2.451141099345288694e+02,1.472524973769161249e+02,3.877036204156843269e+01,3.085804477301630300e+01
2.453265163792577255e+02,1.468802680010491031e+02,3.862859276952883647e+01,3.108330473023610807e+01
2.456206248320208374e+02,1.465613569832148926e+02,3.848110942190845662e+01,3.128026493307038436e+01
2.457818043751654500e+02,1.462415061248902077e+02,3.833261573198865335e+01,3.149096023190108440e+01
2.458298920013126292e+02,1.459174483588339228e+02,3.820191834831402389e+01,3.164140073922376928e+01
2.461175861796319850e+02,1.454869272275278149e+02,3.801938997328255709e+01,3.187779292122030483e+01
2.461687510351905814e+02,1.452722250321239699e+02,3.786787545978015146e+01,3.204817371755399336e+01
2.463941724766720540e+02,1.449577521574949799e+02,3.771360046493759910e+01,3.219352356700457563e+01
2.466560145898212681e+02,1.444898970101509406e+02,3.752909277759687257e+01,3.239366098055049292e+01
2.468265709915612547e+02,1.441481464750814894e+02,3.735727536410081484e+01,3.255390727334528833e+01
2.468892001144125743e+02,1.438913565941501247e+02,3.719650198725383916e+01,3.269161926470707158e+01
2.470670024739056885e+02,1.435345651436706191e+02,3.701971372245196790e+01,3.285079428663036083e+01
2.471052437978792113e+02,1.432203318624912924e+02,3.684488493585166680e+01,3.299165793089028398e+01
2.474393916779808933e+02,1.429199226655390191e+02,3.664660059834466210e+01,3.315707258142651881e+01
2.474771603876045845e+02,1.425591615375063554e+02,3.646850067000380591e+01,3.328937028147552724e+01
2.475501517282203281e+02,1.422525917651385612e+02,3.629635912485673543e+01,3.340732913615616440e+01
2.476852191782555224e+02,1.419233560630814850e+02,3.609214701618822119e+01,3.356536948642417428e+01
2.479372479704242380e+02,1.415772592418499585e+02,3.588676996818904286e+01,3.369625702970699876e+01
2.480704023914049685e+02,1.412333688441115100e+02,3.569401912449637848e+01,3.381810990620758162e+01
2.481672048650859210e+02,1.408182762457719548e+02,3.548888915649541786e+01,3.396700258687320684e+01
2.482938336791605423e+02,1.405949090114420414e+02,3.528904967323470032e+01,3.408510403536982381e+01
2.483058521151164655e+02,1.402783463164601585e+02,3.509841571548338379e+01,3.419103345472780120e+01
2.483885039717188761e+02,1.399710482395211670e+02,3.490682293456046636e+01,3.429847648575082530e+01
